fli	names
HGV73DSXC_1_8bp-UDP0030	A353_Procavia capensis_RNA_22
HGV73DSXC_2_8bp-UDP0030	A353_Procavia capensis_RNA_22
HGV73DSXC_3_8bp-UDP0030	A353_Procavia capensis_RNA_22
HGV73DSXC_4_8bp-UDP0030	A353_Procavia capensis_RNA_22
HGV73DSXC_1_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HGV73DSXC_2_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HGV73DSXC_3_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HGV73DSXC_4_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HHKC7DSXC_1_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HHKC7DSXC_2_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HHKC7DSXC_3_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HHKC7DSXC_4_8bp-UDP0031	A422_Mustela lutreola_RNA_23
HFYMJDSXC_1_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HFYMJDSXC_2_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HFYMJDSXC_3_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HFYMJDSXC_4_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HHJGFDSXC_1_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HHJGFDSXC_2_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HHJGFDSXC_3_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HHJGFDSXC_4_8bp-UDP0032	A81_Callithrix geoffroyi_RNA_24
HGV73DSXC_1_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HGV73DSXC_2_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HGV73DSXC_3_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HGV73DSXC_4_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HHJYGDSXC_1_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HHJYGDSXC_2_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HHJYGDSXC_3_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HHJYGDSXC_4_8bp-UDP0033	A357_Loxodonta africana_RNA_25
HFYMJDSXC_1_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HFYMJDSXC_2_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HFYMJDSXC_3_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HFYMJDSXC_4_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HHJGFDSXC_1_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HHJGFDSXC_2_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HHJGFDSXC_3_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HHJGFDSXC_4_8bp-UDP0034	A278_Gorilla gorilla_RNA_26
HFYMJDSXC_1_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HFYMJDSXC_2_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HFYMJDSXC_3_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HFYMJDSXC_4_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HHJGFDSXC_1_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HHJGFDSXC_2_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HHJGFDSXC_3_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HHJGFDSXC_4_8bp-UDP0035	A522_Gorilla gorilla_RNA_27
HFYMJDSXC_1_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HFYMJDSXC_2_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HFYMJDSXC_3_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HFYMJDSXC_4_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HHJGFDSXC_1_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HHJGFDSXC_2_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HHJGFDSXC_3_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HHJGFDSXC_4_8bp-UDP0036	A476_Suricata suricatta_RNA_28
HFYMJDSXC_1_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HFYMJDSXC_2_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HFYMJDSXC_3_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HFYMJDSXC_4_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HHJGFDSXC_1_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HHJGFDSXC_2_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HHJGFDSXC_3_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HHJGFDSXC_4_8bp-UDP0037	A392_Cebuella pygmaea_RNA_29
HFYMJDSXC_1_8bp-UDP0038	A533_Mungos mungo_RNA_30
HFYMJDSXC_2_8bp-UDP0038	A533_Mungos mungo_RNA_30
HFYMJDSXC_3_8bp-UDP0038	A533_Mungos mungo_RNA_30
HFYMJDSXC_4_8bp-UDP0038	A533_Mungos mungo_RNA_30
HHJGFDSXC_1_8bp-UDP0038	A533_Mungos mungo_RNA_30
HHJGFDSXC_2_8bp-UDP0038	A533_Mungos mungo_RNA_30
HHJGFDSXC_3_8bp-UDP0038	A533_Mungos mungo_RNA_30
HHJGFDSXC_4_8bp-UDP0038	A533_Mungos mungo_RNA_30
HFYMJDSXC_1_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HFYMJDSXC_2_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HFYMJDSXC_3_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HFYMJDSXC_4_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HHJGFDSXC_1_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HHJGFDSXC_2_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HHJGFDSXC_3_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HHJGFDSXC_4_8bp-UDP0039	A247_Phacochoerus africanus_RNA_31
HFYMJDSXC_1_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HFYMJDSXC_2_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HFYMJDSXC_3_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HFYMJDSXC_4_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HHJGFDSXC_1_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HHJGFDSXC_2_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HHJGFDSXC_3_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HHJGFDSXC_4_8bp-UDP0040	A391_Hydrochoerus hydrochaeris_RNA_32
HFYMJDSXC_1_8bp-UDP0041	A439_Panthera tigris_RNA_33
HFYMJDSXC_2_8bp-UDP0041	A439_Panthera tigris_RNA_33
HFYMJDSXC_3_8bp-UDP0041	A439_Panthera tigris_RNA_33
HFYMJDSXC_4_8bp-UDP0041	A439_Panthera tigris_RNA_33
HHJGFDSXC_1_8bp-UDP0041	A439_Panthera tigris_RNA_33
HHJGFDSXC_2_8bp-UDP0041	A439_Panthera tigris_RNA_33
HHJGFDSXC_3_8bp-UDP0041	A439_Panthera tigris_RNA_33
HHJGFDSXC_4_8bp-UDP0041	A439_Panthera tigris_RNA_33
HFYMJDSXC_1_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HFYMJDSXC_2_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HFYMJDSXC_3_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HFYMJDSXC_4_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HHJGFDSXC_1_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HHJGFDSXC_2_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HHJGFDSXC_3_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HHJGFDSXC_4_8bp-UDP0042	A434_Cebuella pygmaea_RNA_34
HFYMJDSXC_1_8bp-UDP0043	A472_Canis lupus_RNA_35
HFYMJDSXC_2_8bp-UDP0043	A472_Canis lupus_RNA_35
HFYMJDSXC_3_8bp-UDP0043	A472_Canis lupus_RNA_35
HFYMJDSXC_4_8bp-UDP0043	A472_Canis lupus_RNA_35
HHJGFDSXC_1_8bp-UDP0043	A472_Canis lupus_RNA_35
HHJGFDSXC_2_8bp-UDP0043	A472_Canis lupus_RNA_35
HHJGFDSXC_3_8bp-UDP0043	A472_Canis lupus_RNA_35
HHJGFDSXC_4_8bp-UDP0043	A472_Canis lupus_RNA_35
HFYMJDSXC_1_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HFYMJDSXC_2_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HFYMJDSXC_3_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HFYMJDSXC_4_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HHJGFDSXC_1_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HHJGFDSXC_2_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HHJGFDSXC_3_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HHJGFDSXC_4_8bp-UDP0044	A274_Papio cynocephalus_RNA_36
HFYMJDSXC_1_8bp-UDP0045	A558_Lemur catta_RNA_37
HFYMJDSXC_2_8bp-UDP0045	A558_Lemur catta_RNA_37
HFYMJDSXC_3_8bp-UDP0045	A558_Lemur catta_RNA_37
HFYMJDSXC_4_8bp-UDP0045	A558_Lemur catta_RNA_37
HHJGFDSXC_1_8bp-UDP0045	A558_Lemur catta_RNA_37
HHJGFDSXC_2_8bp-UDP0045	A558_Lemur catta_RNA_37
HHJGFDSXC_3_8bp-UDP0045	A558_Lemur catta_RNA_37
HHJGFDSXC_4_8bp-UDP0045	A558_Lemur catta_RNA_37
HFYMJDSXC_1_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HFYMJDSXC_2_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HFYMJDSXC_3_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HFYMJDSXC_4_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HHJGFDSXC_1_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HHJGFDSXC_2_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HHJGFDSXC_3_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HHJGFDSXC_4_8bp-UDP0046	A70_Dolichotis patagonum_RNA_38
HFYMJDSXC_1_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HFYMJDSXC_2_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HFYMJDSXC_3_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HFYMJDSXC_4_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HHJGFDSXC_1_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HHJGFDSXC_2_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HHJGFDSXC_3_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HHJGFDSXC_4_8bp-UDP0047	A81_Callithrix geoffroyi_RNA_39
HFYMJDSXC_1_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HFYMJDSXC_2_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HFYMJDSXC_3_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HFYMJDSXC_4_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HHJGFDSXC_1_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HHJGFDSXC_2_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HHJGFDSXC_3_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HHJGFDSXC_4_8bp-UDP0048	A182_Connochaetes taurinus_RNA_40
HFYMJDSXC_1_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HFYMJDSXC_2_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HFYMJDSXC_3_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HFYMJDSXC_4_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HHJGFDSXC_1_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HHJGFDSXC_2_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HHJGFDSXC_3_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HHJGFDSXC_4_8bp-UDP0049	A73_Ateles hybridus_RNA_41
HFYMJDSXC_1_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HFYMJDSXC_2_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HFYMJDSXC_3_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HFYMJDSXC_4_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HHJGFDSXC_1_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HHJGFDSXC_2_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
HHJGFDSXC_3_8bp-UDP0050	A312_Scissirostrum dubium_RNA_42
