fli	names
H7Y2CDSXF_1_8bp-UDP0041	A574_Axis axis_RNA_121
H7Y2CDSXF_2_8bp-UDP0041	A574_Axis axis_RNA_121
H7Y2CDSXF_3_8bp-UDP0041	A574_Axis axis_RNA_121
H7Y2CDSXF_4_8bp-UDP0041	A574_Axis axis_RNA_121
H7Y2CDSXF_1_8bp-UDP0042	A232_Tyto alba_RNA_122
H7Y2CDSXF_2_8bp-UDP0042	A232_Tyto alba_RNA_122
H7Y2CDSXF_3_8bp-UDP0042	A232_Tyto alba_RNA_122
H7Y2CDSXF_4_8bp-UDP0042	A232_Tyto alba_RNA_122
H7Y2CDSXF_1_8bp-UDP0043	A302_Chauna torquata_RNA_123
H7Y2CDSXF_2_8bp-UDP0043	A302_Chauna torquata_RNA_123
H7Y2CDSXF_3_8bp-UDP0043	A302_Chauna torquata_RNA_123
H7Y2CDSXF_4_8bp-UDP0043	A302_Chauna torquata_RNA_123
H7Y2CDSXF_1_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2CDSXF_2_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2CDSXF_3_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2CDSXF_4_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2FDSXF_1_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2FDSXF_2_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2FDSXF_3_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2FDSXF_4_8bp-UDP0045	A185_Aratinga solstitialis_RNA_125
H7Y2CDSXF_1_8bp-UDP0046	A492_Macaca sylvanus_RNA_126
H7Y2CDSXF_2_8bp-UDP0046	A492_Macaca sylvanus_RNA_126
H7Y2CDSXF_3_8bp-UDP0046	A492_Macaca sylvanus_RNA_126
H7Y2CDSXF_4_8bp-UDP0046	A492_Macaca sylvanus_RNA_126
H7Y2CDSXF_1_8bp-UDP0047	A361_Crocodylus rhombifer_RNA_127
H7Y2CDSXF_2_8bp-UDP0047	A361_Crocodylus rhombifer_RNA_127
H7Y2CDSXF_3_8bp-UDP0047	A361_Crocodylus rhombifer_RNA_127
H7Y2CDSXF_4_8bp-UDP0047	A361_Crocodylus rhombifer_RNA_127
H7Y2CDSXF_1_8bp-UDP0048	A587_Nycticorax nycticorax_RNA_128
